Complaint_No,Weapon_Type
20120420152603,"Personal Weapons (hands,feet,teeth,etc.)"
20120420152800,"Personal Weapons (hands,feet,teeth,etc.)"
20120420153600,Not Applicable/None                     
20120420163900,"Personal Weapons (hands,feet,teeth,etc.)"
20120420165700,"Personal Weapons (hands,feet,teeth,etc.)"
20120420171100,Not Applicable/None                     
20120420174800,Handgun                                 
20120420185902,"Personal Weapons (hands,feet,teeth,etc.)"
20120420190301,Handgun                                 
20120420192501,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120420194202,Other Weapon                            
20120420200201,Handgun                                 
20120420210000,Other Weapon                            
20120420213801,"Personal Weapons (hands,feet,teeth,etc.)"
20120420214501,"Blunt Object(club,hammer,etc)           "
20120420215702,"Personal Weapons (hands,feet,teeth,etc.)"
20120420223008,"Blunt Object(club,hammer,etc)           "
20120420225800,"Personal Weapons (hands,feet,teeth,etc.)"
20120420230102,Handgun                                 
20120420230303,Handgun                                 
20120420230303,"Personal Weapons (hands,feet,teeth,etc.)"
20120420230501,"Personal Weapons (hands,feet,teeth,etc.)"
20120421022001,Rifle                                   
20120421022502,Handgun                                 
20120421022502,"Personal Weapons (hands,feet,teeth,etc.)"
20120421022700,"Personal Weapons (hands,feet,teeth,etc.)"
20120421023802,"Personal Weapons (hands,feet,teeth,etc.)"
20120421025500,Rifle                                   
20120421033901,"Personal Weapons (hands,feet,teeth,etc.)"
20120421035101,Handgun                                 
20120421044402,"Personal Weapons (hands,feet,teeth,etc.)"
20120421044402,Shotgun                                 
20120421053003,Handgun                                 
20120421073301,"Personal Weapons (hands,feet,teeth,etc.)"
20120421074201,"Personal Weapons (hands,feet,teeth,etc.)"
20120421102502,"Personal Weapons (hands,feet,teeth,etc.)"
20120421103205,Knife                                   
20120421105602,Not Applicable/None                     
20120421113103,"Personal Weapons (hands,feet,teeth,etc.)"
20120421115900,"Personal Weapons (hands,feet,teeth,etc.)"
20120421123300,Knife                                   
20120421124100,"Personal Weapons (hands,feet,teeth,etc.)"
20120421132701,"Personal Weapons (hands,feet,teeth,etc.)"
20120421133401,"Personal Weapons (hands,feet,teeth,etc.)"
20120421135600,"Personal Weapons (hands,feet,teeth,etc.)"
20120421141900,"Blunt Object(club,hammer,etc)           "
20120421145500,"Personal Weapons (hands,feet,teeth,etc.)"
20120421145601,"Personal Weapons (hands,feet,teeth,etc.)"
20120421150303,"Personal Weapons (hands,feet,teeth,etc.)"
20120421153201,"Personal Weapons (hands,feet,teeth,etc.)"
20120421161900,"Personal Weapons (hands,feet,teeth,etc.)"
20120421164301,Razor                                   
20120421191501,Not Applicable/None                     
20120421191501,Other Weapon                            
20120421191700,"Personal Weapons (hands,feet,teeth,etc.)"
20120421200902,"Personal Weapons (hands,feet,teeth,etc.)"
20120421205204,"Personal Weapons (hands,feet,teeth,etc.)"
20120421210001,"Personal Weapons (hands,feet,teeth,etc.)"
20120421221903,"Personal Weapons (hands,feet,teeth,etc.)"
20120421231602,"Blunt Object(club,hammer,etc)           "
20120421232201,"Personal Weapons (hands,feet,teeth,etc.)"
20120421232300,Handgun                                 
20120422000602,Handgun                                 
20120422000805,"Personal Weapons (hands,feet,teeth,etc.)"
20120422004000,Other Weapon                            
20120422020300,"Personal Weapons (hands,feet,teeth,etc.)"
20120422030202,"Personal Weapons (hands,feet,teeth,etc.)"
20120422032800,"Personal Weapons (hands,feet,teeth,etc.)"
20120422034401,"Personal Weapons (hands,feet,teeth,etc.)"
20120422045401,"Personal Weapons (hands,feet,teeth,etc.)"
20120422061400,"Personal Weapons (hands,feet,teeth,etc.)"
20120422100701,Other Weapon                            
20120422100701,"Personal Weapons (hands,feet,teeth,etc.)"
20120422101200,"Personal Weapons (hands,feet,teeth,etc.)"
20120422114000,"Personal Weapons (hands,feet,teeth,etc.)"
20120422122600,"Personal Weapons (hands,feet,teeth,etc.)"
20120422130701,"Personal Weapons (hands,feet,teeth,etc.)"
20120422133401,"Personal Weapons (hands,feet,teeth,etc.)"
20120422133602,"Personal Weapons (hands,feet,teeth,etc.)"
20120422133602,Handgun                                 
20120422144003,"Personal Weapons (hands,feet,teeth,etc.)"
20120422160900,"Personal Weapons (hands,feet,teeth,etc.)"
20120422184302,"Personal Weapons (hands,feet,teeth,etc.)"
20120422185302,"Personal Weapons (hands,feet,teeth,etc.)"
20120422191803,"Personal Weapons (hands,feet,teeth,etc.)"
20120422201100,"Personal Weapons (hands,feet,teeth,etc.)"
20120422201800,"Personal Weapons (hands,feet,teeth,etc.)"
20120422211601,"Personal Weapons (hands,feet,teeth,etc.)"
20120422212401,Handgun                                 
20120422215603,"Personal Weapons (hands,feet,teeth,etc.)"
20120422225301,"Personal Weapons (hands,feet,teeth,etc.)"
20120422233400,"Personal Weapons (hands,feet,teeth,etc.)"
20120423000302,Other Weapon                            
20120423001803,"Personal Weapons (hands,feet,teeth,etc.)"
20120423003603,Handgun                                 
20120423005800,"Personal Weapons (hands,feet,teeth,etc.)"
20120423005800,Handgun                                 
20120423010603,"Personal Weapons (hands,feet,teeth,etc.)"
20120423020700,"Personal Weapons (hands,feet,teeth,etc.)"
20120423033700,"Personal Weapons (hands,feet,teeth,etc.)"
20120423042000,"Personal Weapons (hands,feet,teeth,etc.)"
20120423084102,"Personal Weapons (hands,feet,teeth,etc.)"
20120423095101,Other Weapon                            
20120423105102,"Personal Weapons (hands,feet,teeth,etc.)"
20120423112101,"Personal Weapons (hands,feet,teeth,etc.)"
20120423113300,"Personal Weapons (hands,feet,teeth,etc.)"
20120423114501,"Personal Weapons (hands,feet,teeth,etc.)"
20120423115804,"Personal Weapons (hands,feet,teeth,etc.)"
20120423121100,Handgun                                 
20120423121205,Handgun                                 
20120423133402,"Personal Weapons (hands,feet,teeth,etc.)"
20120423144900,"Personal Weapons (hands,feet,teeth,etc.)"
20120423145701,"Personal Weapons (hands,feet,teeth,etc.)"
20120423150301,Handgun                                 
20120423151101,"Personal Weapons (hands,feet,teeth,etc.)"
20120423151205,Rifle                                   
20120423151502,"Personal Weapons (hands,feet,teeth,etc.)"
20120423153802,Other Weapon                            
20120423155300,"Personal Weapons (hands,feet,teeth,etc.)"
20120423155502,"Personal Weapons (hands,feet,teeth,etc.)"
20120423162006,Handgun                                 
20120423162401,"Personal Weapons (hands,feet,teeth,etc.)"
20120423165200,"Personal Weapons (hands,feet,teeth,etc.)"
20120423170100,Razor                                   
20120423170900,"Personal Weapons (hands,feet,teeth,etc.)"
20120423171600,Handgun                                 
20120423171600,"Personal Weapons (hands,feet,teeth,etc.)"
20120423180800,"Personal Weapons (hands,feet,teeth,etc.)"
20120423191501,"Personal Weapons (hands,feet,teeth,etc.)"
20120423193600,"Personal Weapons (hands,feet,teeth,etc.)"
20120423201901,"Personal Weapons (hands,feet,teeth,etc.)"
20120423211501,"Personal Weapons (hands,feet,teeth,etc.)"
20120423215801,"Personal Weapons (hands,feet,teeth,etc.)"
20120423225003,"Personal Weapons (hands,feet,teeth,etc.)"
20120423225003,Handgun                                 
20120423231401,"Personal Weapons (hands,feet,teeth,etc.)"
20120423231403,"Personal Weapons (hands,feet,teeth,etc.)"
20120423234900,"Personal Weapons (hands,feet,teeth,etc.)"
20120423235200,"Personal Weapons (hands,feet,teeth,etc.)"
20120424013102,"Personal Weapons (hands,feet,teeth,etc.)"
20120424030700,"Personal Weapons (hands,feet,teeth,etc.)"
20120424043301,"Personal Weapons (hands,feet,teeth,etc.)"
20120424065800,Handgun                                 
20120424070800,"Personal Weapons (hands,feet,teeth,etc.)"
20120424071001,"Personal Weapons (hands,feet,teeth,etc.)"
20120424073704,"Personal Weapons (hands,feet,teeth,etc.)"
20120424080704,"Personal Weapons (hands,feet,teeth,etc.)"
20120424093505,"Personal Weapons (hands,feet,teeth,etc.)"
20120424094300,Knife                                   
20120424104701,Handgun                                 
20120424112900,"Personal Weapons (hands,feet,teeth,etc.)"
20120424120602,Shotgun                                 
20120424124502,Handgun                                 
20120424135807,"Personal Weapons (hands,feet,teeth,etc.)"
20120424135809,"Personal Weapons (hands,feet,teeth,etc.)"
20120424143001,Not Applicable/None                     
20120424144001,Handgun                                 
20120424145403,"Personal Weapons (hands,feet,teeth,etc.)"
20120424145903,Undetermined Firearm                    
20120424161500,"Personal Weapons (hands,feet,teeth,etc.)"
20120424161500,"Blunt Object(club,hammer,etc)           "
20120424181801,Handgun                                 
20120424182803,"Personal Weapons (hands,feet,teeth,etc.)"
20120424185202,"Personal Weapons (hands,feet,teeth,etc.)"
20120424185605,"Personal Weapons (hands,feet,teeth,etc.)"
20120424193504,"Personal Weapons (hands,feet,teeth,etc.)"
20120424195601,"Personal Weapons (hands,feet,teeth,etc.)"
20120424212003,Other Weapon                            
20120424224001,"Personal Weapons (hands,feet,teeth,etc.)"
20120424233400,Other Weapon                            
20120425003500,"Personal Weapons (hands,feet,teeth,etc.)"
20120425004101,"Personal Weapons (hands,feet,teeth,etc.)"
20120425005700,"Personal Weapons (hands,feet,teeth,etc.)"
20120425031700,"Personal Weapons (hands,feet,teeth,etc.)"
20120425031901,"Personal Weapons (hands,feet,teeth,etc.)"
20120425041901,Handgun                                 
20120425054600,"Personal Weapons (hands,feet,teeth,etc.)"
20120425072000,"Personal Weapons (hands,feet,teeth,etc.)"
20120425083303,"Blunt Object(club,hammer,etc)           "
20120425083303,"Personal Weapons (hands,feet,teeth,etc.)"
20120425100002,Other Cutting Instrument                
20120425111002,"Personal Weapons (hands,feet,teeth,etc.)"
20120425111400,"Personal Weapons (hands,feet,teeth,etc.)"
20120425111401,"Personal Weapons (hands,feet,teeth,etc.)"
20120425122201,"Personal Weapons (hands,feet,teeth,etc.)"
20120425124400,"Personal Weapons (hands,feet,teeth,etc.)"
20120425125706,"Personal Weapons (hands,feet,teeth,etc.)"
20120425130505,"Personal Weapons (hands,feet,teeth,etc.)"
20120425131805,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120425134300,"Personal Weapons (hands,feet,teeth,etc.)"
20120425141100,"Personal Weapons (hands,feet,teeth,etc.)"
20120425141402,"Personal Weapons (hands,feet,teeth,etc.)"
20120425145702,Handgun                                 
20120425151200,Not Applicable/None                     
20120425152102,"Personal Weapons (hands,feet,teeth,etc.)"
20120425160301,"Personal Weapons (hands,feet,teeth,etc.)"
20120425161503,Other Weapon                            
20120425165604,Other Weapon                            
20120425170500,"Personal Weapons (hands,feet,teeth,etc.)"
20120425173100,"Personal Weapons (hands,feet,teeth,etc.)"
20120425181801,"Personal Weapons (hands,feet,teeth,etc.)"
20120425184500,Not Applicable/None                     
20120425194102,"Personal Weapons (hands,feet,teeth,etc.)"
20120425195601,"Personal Weapons (hands,feet,teeth,etc.)"
20120425200503,"Personal Weapons (hands,feet,teeth,etc.)"
20120425202006,"Personal Weapons (hands,feet,teeth,etc.)"
20120425212101,"Personal Weapons (hands,feet,teeth,etc.)"
20120425212404,"Personal Weapons (hands,feet,teeth,etc.)"
20120425212704,"Personal Weapons (hands,feet,teeth,etc.)"
20120425213700,"Blunt Object(club,hammer,etc)           "
20120425223001,"Personal Weapons (hands,feet,teeth,etc.)"
20120425231904,"Personal Weapons (hands,feet,teeth,etc.)"
20120425233604,"Personal Weapons (hands,feet,teeth,etc.)"
20120425234803,Other Weapon                            
20120425235504,"Personal Weapons (hands,feet,teeth,etc.)"
20120426015600,"Personal Weapons (hands,feet,teeth,etc.)"
20120426020502,Rifle                                   
20120426021702,"Personal Weapons (hands,feet,teeth,etc.)"
20120426032900,"Personal Weapons (hands,feet,teeth,etc.)"
20120426054900,"Personal Weapons (hands,feet,teeth,etc.)"
20120426055300,"Personal Weapons (hands,feet,teeth,etc.)"
20120426075602,"Personal Weapons (hands,feet,teeth,etc.)"
20120426082200,"Personal Weapons (hands,feet,teeth,etc.)"
20120426083002,Handgun                                 
20120426083701,Knife                                   
20120426083904,Razor                                   
20120426092800,"Personal Weapons (hands,feet,teeth,etc.)"
20120426093702,"Blunt Object(club,hammer,etc)           "
